Episode,Hit,SR,MSE
806,1.0,96.0,0.009899999999999997
807,1.0,98.0,0.009899999999999997
808,1.0,98.0,0.009899999999999997
809,1.0,95.0,0.009899999999999997
810,1.0,98.0,0.009899999999999997
811,0.0,-55.0,0.009899999999999997
812,1.0,98.0,0.009899999999999997
813,0.0,36.0,0.009899999999999997
814,1.0,98.0,0.009899999999999997
815,1.0,96.0,0.009899999999999997
816,1.0,98.0,0.009899999999999997
817,1.0,98.0,0.009899999999999997
818,1.0,96.0,0.009899999999999997
819,1.0,98.0,0.009899999999999997
820,1.0,98.0,0.009899999999999997
821,1.0,98.0,0.009899999999999997
822,0.0,18.0,0.009899999999999997
823,1.0,98.0,0.009899999999999997
824,1.0,98.0,0.009899999999999997
825,1.0,91.0,0.009899999999999997
826,1.0,98.0,0.009899999999999997
827,0.0,18.0,0.009899999999999997
828,1.0,96.0,0.009899999999999997
829,0.0,34.0,0.009899999999999997
830,1.0,97.0,0.009899999999999997
831,1.0,98.0,0.009899999999999997
832,0.0,30.0,0.009899999999999997
833,1.0,98.0,0.009899999999999997
834,1.0,98.0,0.009899999999999997
835,1.0,98.0,0.009899999999999997
836,0.0,3.0,0.02910000000000001
837,0.0,-21.0,0.009899999999999997
838,1.0,98.0,0.009899999999999997
839,1.0,98.0,0.009899999999999997
840,0.0,32.0,0.009899999999999997
841,0.0,-52.0,0.009899999999999997
842,0.0,-56.0,0.009899999999999997
843,0.0,0.0,0.009899999999999997
844,0.0,49.0,0.009899999999999997
845,0.0,49.0,0.009899999999999997
846,1.0,49.0,0.009899999999999997
847,1.0,49.0,0.009899999999999997
848,1.0,49.0,0.009899999999999997
849,0.0,46.0,0.04749999999999998
850,0.0,20.0,0.009899999999999997
851,0.0,48.0,0.009899999999999997
852,0.0,48.0,0.009899999999999997
853,0.0,47.0,0.009899999999999997
854,1.0,48.0,0.009899999999999997
855,1.0,18.0,0.009899999999999997
856,1.0,49.0,0.009899999999999997
857,0.0,12.0,0.009899999999999997
858,1.0,29.0,0.009899999999999997
859,1.0,49.0,0.009899999999999997
860,0.0,48.0,0.009899999999999997
861,1.0,49.0,0.009899999999999997
862,0.0,48.0,0.01959999999999999
863,1.0,49.0,0.009899999999999997
864,1.0,23.0,0.009899999999999997
865,1.0,49.0,0.009899999999999997
866,1.0,49.0,0.009899999999999997
867,1.0,9.0,0.009899999999999997
868,0.0,48.0,0.009899999999999997
869,0.0,29.0,0.009899999999999997
870,1.0,49.0,0.009899999999999997
871,1.0,40.0,0.009899999999999997
872,0.0,25.0,0.009899999999999997
873,1.0,49.0,0.009899999999999997
874,0.0,45.0,0.009899999999999997
875,1.0,49.0,0.009899999999999997
876,1.0,49.0,0.009899999999999997
877,1.0,32.0,0.02910000000000001
878,1.0,49.0,0.009899999999999997
879,1.0,49.0,0.009899999999999997
880,0.0,34.0,0.009899999999999997
881,0.0,9.0,0.009899999999999997
882,1.0,4.0,0.03840000000000001
883,1.0,49.0,0.009899999999999997
884,1.0,27.0,0.009899999999999997
885,0.0,48.0,0.009899999999999997
886,1.0,49.0,0.009899999999999997
887,1.0,49.0,0.009899999999999997
888,0.0,9.0,0.009899999999999997
889,0.0,5.0,0.009899999999999997
890,1.0,98.0,0.009899999999999997
891,0.0,78.0,0.009899999999999997
892,1.0,97.0,0.009899999999999997
893,1.0,98.0,0.009899999999999997
894,0.0,78.0,0.009899999999999997
895,1.0,98.0,0.009899999999999997
896,1.0,98.0,0.009899999999999997
897,1.0,98.0,0.009899999999999997
898,0.0,59.0,0.009899999999999997
899,1.0,96.0,0.009899999999999997
900,1.0,97.0,0.009899999999999997
901,1.0,98.0,0.009899999999999997
902,1.0,97.0,0.009899999999999997
903,1.0,97.0,0.009899999999999997
904,0.0,-60.0,0.009899999999999997
905,1.0,98.0,0.009899999999999997
906,1.0,98.0,0.009899999999999997
907,1.0,96.0,0.009899999999999997
908,0.0,-76.0,0.009899999999999997
909,0.0,41.0,0.009899999999999997
910,1.0,49.0,0.009899999999999997
911,1.0,9.0,0.009899999999999997
912,1.0,49.0,0.009899999999999997
913,0.0,11.0,0.009899999999999997
914,0.0,0.0,0.009899999999999997
915,0.0,4.0,0.009899999999999997
916,0.0,-25.0,0.009899999999999997
917,0.0,0.0,0.009899999999999997
918,1.0,94.0,0.009899999999999997
919,1.0,-34.0,0.009899999999999997
920,1.0,51.0,0.009899999999999997
921,1.0,12.0,0.009899999999999997
922,1.0,3.0,0.009899999999999997
923,0.0,0.0,0.009899999999999997
924,1.0,94.0,0.009899999999999997
925,0.0,33.0,0.009899999999999997
926,1.0,96.0,0.009899999999999997
927,0.0,59.0,0.009899999999999997
928,0.0,11.0,0.009899999999999997
929,1.0,98.0,0.009899999999999997
930,0.0,38.0,0.009899999999999997
931,0.0,74.0,0.009899999999999997
932,1.0,98.0,0.009899999999999997
933,1.0,98.0,0.009899999999999997
934,1.0,98.0,0.009899999999999997
935,1.0,98.0,0.009899999999999997
936,1.0,98.0,0.009899999999999997
937,0.0,18.0,0.009899999999999997
938,1.0,97.0,0.009899999999999997
939,1.0,96.0,0.009899999999999997
940,1.0,98.0,0.009899999999999997
941,1.0,98.0,0.009899999999999997
942,0.0,37.0,0.009899999999999997
943,1.0,96.0,0.009899999999999997
944,1.0,98.0,0.009899999999999997
945,1.0,36.0,0.009899999999999997
946,1.0,95.0,0.009899999999999997
947,1.0,98.0,0.009899999999999997
948,0.0,4.0,0.009899999999999997
949,1.0,96.0,0.009899999999999997
950,1.0,96.0,0.009899999999999997
951,1.0,98.0,0.009899999999999997
952,1.0,98.0,0.009899999999999997
953,0.0,25.0,0.009899999999999997
954,1.0,98.0,0.009899999999999997
955,1.0,93.0,0.009899999999999997
956,1.0,98.0,0.009899999999999997
957,0.0,-64.0,0.009899999999999997
958,0.0,0.0,0.009899999999999997
959,1.0,98.0,0.009899999999999997
960,1.0,96.0,0.009899999999999997
961,1.0,98.0,0.009899999999999997
962,0.0,76.0,0.009899999999999997
963,0.0,69.0,0.009899999999999997
964,0.0,-42.0,0.009899999999999997
965,0.0,0.0,0.009899999999999997
966,0.0,0.0,0.009899999999999997
967,0.0,-52.0,0.009899999999999997
968,0.0,0.0,0.009899999999999997
969,0.0,8.0,0.009899999999999997
970,0.0,1.0,0.009899999999999997
971,0.0,-3.0,0.009899999999999997
972,1.0,98.0,0.009899999999999997
973,0.0,34.0,0.009899999999999997
974,0.0,-8.0,0.009899999999999997
975,1.0,98.0,0.009899999999999997
976,1.0,95.0,0.009899999999999997
977,0.0,-42.0,0.009899999999999997
978,0.0,0.0,0.009899999999999997
979,1.0,75.0,0.009899999999999997
980,0.0,0.0,0.009899999999999997
981,1.0,23.0,0.009899999999999997
982,0.0,-27.0,0.009899999999999997
983,1.0,88.0,0.009899999999999997
984,0.0,0.0,0.009899999999999997
985,0.0,-23.0,0.009899999999999997
986,0.0,-1.0,0.009899999999999997
987,0.0,0.0,0.009899999999999997
988,0.0,1.0,0.009899999999999997
989,0.0,-1.0,0.009899999999999997
990,1.0,98.0,0.009899999999999997
991,1.0,98.0,0.009899999999999997
992,1.0,98.0,0.009899999999999997
993,0.0,45.0,0.009899999999999997
994,0.0,32.0,0.009899999999999997
995,1.0,98.0,0.009899999999999997
996,1.0,98.0,0.009899999999999997
997,1.0,96.0,0.009899999999999997
998,1.0,98.0,0.009899999999999997
999,1.0,98.0,0.009899999999999997
1000,0.0,-40.0,0.009899999999999997
